"store_name","address","address2","city","state","zip5","county","store_type","incentive_program","grantee_name","Source","Location"
"Walgreens 12386","9800 S Estrella Pkwy","","Goodyear","AZ","85338","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 12739","15450 N Tatum Blvd","","Phoenix","AZ","85032","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 13758","6200 N Scottsdale Rd","","Paradise Valley","AZ","85253","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 13870","4875 E Elliot Rd","","Phoenix","AZ","85044","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 16082","10602 N 32nd St","","Phoenix","AZ","85028","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 21450","4750 S Val Vista Dr","","Gilbert","AZ","85297","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 2398","925 W Baseline Rd","Ste 108","Tempe","AZ","85283","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 2963","11545 E Apache Trl","","Apache Junction","AZ","85120","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3003","6690 W Union Hills Dr","","Glendale","AZ","85308","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3048","9050 W Union Hills Dr","","Peoria","AZ","85382","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3087","5625 E Thomas Rd","","Phoenix","AZ","85018","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3132","2415 E Union Hills Dr","","Phoenix","AZ","85050","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3163","3420 N Scottsdale Rd","","Scottsdale","AZ","85251","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3464","3402 N Central Ave","","Phoenix","AZ","85012","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3728","7059 E Baseline Rd","","Mesa","AZ","85209","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3767","2737 E McKellips Rd","","Mesa","AZ","85213","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3769","1616 E Thomas Rd","","Phoenix","AZ","85016","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 3789","3605 E Thomas Rd","","Phoenix","AZ","85018","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4138","7923 E McDowell Rd","","Scottsdale","AZ","85257","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4139","3450 W Dunlap Ave","","Phoenix","AZ","85051","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4422","3945 E Southern Ave","","Phoenix","AZ","85040","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4506","8015 E Indian School Rd","","Scottsdale","AZ","85251","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4620","15490 W Bell Rd","","Surprise","AZ","85374","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4722","4111 N 24th St","","Phoenix","AZ","85016","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 4742","8310 W Deer Valley Rd","","Peoria","AZ","85382","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5039","746 W University Dr","","Mesa","AZ","85201","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5222","9040 W Peoria Ave","","Peoria","AZ","85345","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5266","21632 N 35th Ave","","Glendale","AZ","85308","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5568","10707 W Peoria Ave","","Sun City","AZ","85351","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5701","1158 S Crismon Rd","","Mesa","AZ","85208","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5775","8309 W Glendale Ave","","Glendale","AZ","85305","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5851","5011 W Union Hills Dr","","Glendale","AZ","85308","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5893","705 E McDowell Rd","","Phoenix","AZ","85006","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 5938","4134 N 44th St","","Phoenix","AZ","85018","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6021","1620 N 59th Ave","","Phoenix","AZ","85035","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6065","9009 N 67th Ave","","Glendale","AZ","85302","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6177","1135 N Mesa Dr","","Mesa","AZ","85201","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6400","8030 N 19th Ave","","Phoenix","AZ","85021","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6535","2420 E Baseline Rd","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6692","4766 E Queen Creek Rd","","Gilbert","AZ","85297","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6697","7606 S 7th St","","Phoenix","AZ","85042","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6736","4410 W Cactus Rd","","Glendale","AZ","85304","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6784","2024 W Main St","","Mesa","AZ","85201","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6806","17088 W Bell Rd","","Surprise","AZ","85374","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 6872","2930 N 67th Ave","","Phoenix","AZ","85033","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7018","6838 N 7th St","","Phoenix","AZ","85014","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7026","12244 W Cactus Rd","","El Mirage","AZ","85335","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7387","10710 W McDowell Rd","","Avondale","AZ","85392","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7558","9233 E Guadalupe Rd","","Mesa","AZ","85212","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7582","13014 W Camelback Rd","","Litchfield Park","AZ","85340","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7663","8280 W Lower Buckeye Rd","","Phoenix","AZ","85043","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 7747","3233 E Germann Rd","","Gilbert","AZ","85297","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreens 9472","2707 W Carefree Hwy","","Phoenix","AZ","85085","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walgreesn 12087","13723 N Litchfield Rd","","Surprise","AZ","85379","MARICOPA","Other","","","USDA","Maricopa (County, 2022)"
"Walmart 1512","800 W WARNER RD","","CHANDLER","AZ","85225","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1532","5845 W BELL RD","","GLENDALE","AZ","85308","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1533","7975 W PEORIA AVE","","PEORIA","AZ","85345","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1549","2020 N 75th Ave","","Phoenix","AZ","85035","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1598","4617 E BELL RD","","PHOENIX","AZ","85032","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1646","6131 E Southern Ave","","Mesa","AZ","85206","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 1746","1380 W ELLIOT RD","","TEMPE","AZ","85284","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2112","4915 N PIMA RD","","SCOTTSDALE","AZ","85251","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2113","1607 W Bethany Home Rd","","Phoenix","AZ","85015","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2482","857 N Dobson Rd","","Mesa","AZ","85201","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2512","1825 W Bell Rd","","Phoenix","AZ","85023","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2515","3721 E THOMAS RD","","PHOENIX","AZ","85018","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2554","13055 W RANCHO SANTA FE BLVD","","AVONDALE","AZ","85392","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2671","1175 S ARIZONA AVE","","CHANDLER","AZ","85286","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2766","15355 N NORTHSIGHT BLVD","","SCOTTSDALE","AZ","85260","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2767","4505 E MCKELLIPS RD","","MESA","AZ","85215","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2768","1955 S STAPLEY DR","","MESA","AZ","85204","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 2777","13770 W BELL RD","","SURPRISE","AZ","85374","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3241","18551 N 83RD AVE","","GLENDALE","AZ","85308","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3314","7450 W GLENDALE AVE","","GLENDALE","AZ","85303","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3315","4230 W UNION HILLS DR","","GLENDALE","AZ","85308","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3360","2750 E GERMANN RD","","CHANDLER","AZ","85286","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3407","1060 S WATSON RD","","BUCKEYE","AZ","85326","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3465","5010 N 95TH AVE","","GLENDALE","AZ","85305","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3604","14200 W INDIAN SCHOOL RD","","GOODYEAR","AZ","85395","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3771","6150 S 35TH AVE","","PHOENIX","AZ","85041","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3799","240 W Baseline Rd","","Mesa","AZ","85210","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3833","1606 S SIGNAL BUTTE RD","","MESA","AZ","85209","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3844","5137 W Olive Ave","","Glendale","AZ","85302","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3845","6645 W PEORIA AVE","","GLENDALE","AZ","85302","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3846","2725 E MCKELLIPS RD","","MESA","AZ","85213","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3861","5290 S POWER RD","","GILBERT","AZ","85295","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 3896","21655 N LAKE PLEASANT PKWY","","PEORIA","AZ","85382","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4218","15431 W GREENWAY RD","","SURPRISE","AZ","85374","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4232","4747 E CACTUS RD","","PHOENIX","AZ","85032","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4233","6550 W Happy Valley Rd","","Glendale","AZ","85310","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4293","2435 E BASELINE RD","","PHOENIX","AZ","85042","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4336","12900 W THUNDERBIRD RD","","EL MIRAGE","AZ","85335","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 4451","21055 E RITTENHOUSE RD","","QUEEN CREEK","AZ","85142","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5124","5605 W NORTHERN AVE","","GLENDALE","AZ","85301","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5186","2501 S MARKET ST","","GILBERT","AZ","85295","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5189","5250 W INDIAN SCHOOL RD","","PHOENIX","AZ","85031","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5190","2501 W Happy Valley Rd","Ste 34","Phoenix","AZ","85085","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5257","5122 E UNIVERSITY DR","","MESA","AZ","85205","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5304","1916 S LINDSAY RD","","MESA","AZ","85204","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5329","4435 W ANTHEM WAY","","ANTHEM","AZ","85086","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5330","6145 N 35TH AVE","","PHOENIX","AZ","85017","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5331","7575 W LOWER BUCKEYE RD","","PHOENIX","AZ","85043","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5332","730 E MCKELLIPS RD","","MESA","AZ","85203","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5349","8335 E GUADALUPE RD","","MESA","AZ","85212","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5369","1100 N ESTRELLA PKWY","","GOODYEAR","AZ","85338","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5428","1710 S GREENFIELD RD","","MESA","AZ","85206","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5429","14111 N Prasada Gateway Ave","","Surprise","AZ","85388","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5768","800 E SOUTHERN AVE","","TEMPE","AZ","85282","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 5835","34399 N Cave Creek Rd","","Cave Creek","AZ","85331","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart 6477","9600 N METRO PKWY W","","PHOENIX","AZ","85051","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart Neighborhood Market 2632","115 E Dunlap Ave","","Phoenix","AZ","85020","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart Neighborhood Market 4275","7421 W Thunderbird Rd","","Peoria","AZ","85381","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart Neighborhood Market 4324","1900 E Chandler Blvd","","Chandler","AZ","85225","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Walmart Supercenter 6480","3460 W Chandler Blvd","","Chandler","AZ","85226","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Wells Country Store","21844 W Harding St","","Wittmann","AZ","85361","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10172","10810 N Tatum Blvd","","Phoenix","AZ","85028","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10246","7111 E Mayo Blvd","","Phoenix","AZ","85054","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10272","2955 W Ray Rd","","Chandler","AZ","85224","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10347","750 S Ash Ave.","Suite 101","Tempe","AZ","85281","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10476","4701 N 20th St","","Phoenix","AZ","85016","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Whole Foods Market 10788","12500 N Tatum Blvd","","Phoenix","AZ","85032","MARICOPA","Super Store","","","USDA","Maricopa (County, 2022)"
"Widedaddys","2706 E University Dr","","Mesa","AZ","85213","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Wilcox Gas Operating LLC","7201 E Cave Creek Rd","","Carefree","AZ","85377","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Wild Horse Pass","5139 W Wildhorse Pass","","Chandler","AZ","85226","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 108","330 W Bell Rd","","Phoenix","AZ","85023","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 109","5850 W Bell Rd","","Glendale","AZ","85308","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 110","1235 S Power Rd","","Mesa","AZ","85206","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 114","1967 E Pecos Rd","","Gilbert","AZ","85295","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 125","1363 N Arizona Ave","","Gilbert","AZ","85233","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 127","16925 W Bell Rd","","Surprise","AZ","85374","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 129","222 W Willis Rd","","Chandler","AZ","85286","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"WinCo Foods 130","15581 W McDowell Rd","","Goodyear","AZ","85395","MARICOPA","Supermarket","","","USDA","Maricopa (County, 2022)"
"Wing Lee Poultry","111 S Dobson Rd","Ste 106","Mesa","AZ","85202","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Wintersburg General Store","2614 S Wintersburg Rd","","Tonopah","AZ","85354","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Ya Zool Halal Grill Llc","7830 N 19th Ave","","Phoenix","AZ","85021","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
"Yasha From Russia","10240 N 32nd St","","Phoenix","AZ","85028","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Yass Convenience and More","4002 N 43rd Ave","","Phoenix","AZ","85031","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Yenat Enjera","1530 E McDowell Rd","","Phoenix","AZ","85006","MARICOPA","Grocery Store","","","USDA","Maricopa (County, 2022)"
"Yes Mart","5448 S Central Ave","","Phoenix","AZ","85040","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Yeshurun Farm","13250 N 74th Ln","","Peoria","AZ","85381","MARICOPA","Farmers and Markets","","","USDA","Maricopa (County, 2022)"
"Z Convenience Store","2114 W Main St","","Mesa","AZ","85201","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"ZEST MARKET","2801 E Thomas Rd","","Phoenix","AZ","85016","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Zap Convenience & Liquor 01","5105 W McDowell Rd","","Phoenix","AZ","85035","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"Zata Mediterranean Market 1","11291 E Via Linda","Ste 144","Scottsdale","AZ","85259","MARICOPA","Convenience Store","","","USDA","Maricopa (County, 2022)"
"McDonald's #29566","5842 W Olive Ave","","Glendale","AZ","85302","MARICOPA","Restaurant Meals Program","","","USDA","Maricopa (County, 2022)"
